,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_xgbclassifier__gamma,param_xgbclassifier__learning_rate,param_xgbclassifier__max_depth,param_xgbclassifier__min_child_weight,param_xgbclassifier__n_estimators,param_xgbclassifier__reg_lambda,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
48,0.6661562919616699,0.014322514380376166,0.18145434061686197,0.0030802943831390664,0.0,0.1,5,1,100,1,"{'xgbclassifier__gamma': 0, 'xgbclassifier__learning_rate': 0.1, 'xgbclassifier__max_depth': 5, 'xgbclassifier__min_child_weight': 1, 'xgbclassifier__n_estimators': 100, 'xgbclassifier__reg_lambda': 1}",0.44790975447909753,0.4286919831223629,0.4437840515106488,0.4401285963707031,0.008260445839059346,183
49,0.6618405977884928,0.0053632340761243374,0.17859776814778647,0.004414300396728931,0.0,0.1,5,1,100,10,"{'xgbclassifier__gamma': 0, 'xgbclassifier__learning_rate': 0.1, 'xgbclassifier__max_depth': 5, 'xgbclassifier__min_child_weight': 1, 'xgbclassifier__n_estimators': 100, 'xgbclassifier__reg_lambda': 10}",0.45331125827814567,0.43151843084206964,0.4415930678220297,0.4421409189807483,0.008905314427678527,171
50,0.9781962235768636,0.004843017375422614,0.2823327382405599,0.0059405462014120725,0.0,0.1,5,1,200,1,"{'xgbclassifier__gamma': 0, 'xgbclassifier__learning_rate': 0.1, 'xgbclassifier__max_depth': 5, 'xgbclassifier__min_child_weight': 1, 'xgbclassifier__n_estimators': 200, 'xgbclassifier__reg_lambda': 1}",0.47006083893691963,0.4523926179977135,0.4653528289891926,0.46260209530794194,0.007470671974596198,106
51,0.9862715403238932,0.02370818245315724,0.28916128476460773,0.004100327512336544,0.0,0.1,5,1,200,10,"{'xgbclassifier__gamma': 0, 'xgbclassifier__learning_rate': 0.1, 'xgbclassifier__max_depth': 5, 'xgbclassifier__min_child_weight': 1, 'xgbclassifier__n_estimators': 200, 'xgbclassifier__reg_lambda': 10}",0.4738106679481019,0.4538007863695937,0.46022544283413847,0.4626122990506114,0.00834152872260502,105
52,0.6677719751993815,0.014694282570629817,0.18321704864501953,0.0038295055945904333,0.0,0.1,5,3,100,1,"{'xgbclassifier__gamma': 0, 'xgbclassifier__learning_rate': 0.1, 'xgbclassifier__max_depth': 5, 'xgbclassifier__min_child_weight': 3, 'xgbclassifier__n_estimators': 100, 'xgbclassifier__reg_lambda': 1}",0.4520706154099984,0.436607892527288,0.4457293903849331,0.4448026327740731,0.006346553368500574,152
53,0.6556491851806641,0.00829379531528702,0.1698007583618164,0.003754935523687847,0.0,0.1,5,3,100,10,"{'xgbclassifier__gamma': 0, 'xgbclassifier__learning_rate': 0.1, 'xgbclassifier__max_depth': 5, 'xgbclassifier__min_child_weight': 3, 'xgbclassifier__n_estimators': 100, 'xgbclassifier__reg_lambda': 10}",0.450008290499088,0.42832995267072344,0.443520212942938,0.4406194853709165,0.009084721536201686,179
54,0.9851036866505941,0.035814117813506345,0.2867886225382487,0.009020419793712639,0.0,0.1,5,3,200,1,"{'xgbclassifier__gamma': 0, 'xgbclassifier__learning_rate': 0.1, 'xgbclassifier__max_depth': 5, 'xgbclassifier__min_child_weight': 3, 'xgbclassifier__n_estimators': 200, 'xgbclassifier__reg_lambda': 1}",0.4769034724434533,0.4554939680469514,0.4608764940239044,0.4644246448381031,0.009093358392298653,86
55,0.9596819082895914,0.03707451435303773,0.2769293785095215,0.0059394019520067785,0.0,0.1,5,3,200,10,"{'xgbclassifier__gamma': 0, 'xgbclassifier__learning_rate': 0.1, 'xgbclassifier__max_depth': 5, 'xgbclassifier__min_child_weight': 3, 'xgbclassifier__n_estimators': 200, 'xgbclassifier__reg_lambda': 10}",0.4740384615384615,0.4524278215223097,0.4595594146968966,0.4620085659192226,0.008990873029885781,112
56,0.6694087187449137,0.007732038608512917,0.1770470142364502,0.004437489494515615,0.0,0.1,5,5,100,1,"{'xgbclassifier__gamma': 0, 'xgbclassifier__learning_rate': 0.1, 'xgbclassifier__max_depth': 5, 'xgbclassifier__min_child_weight': 5, 'xgbclassifier__n_estimators': 100, 'xgbclassifier__reg_lambda': 1}",0.45088036860292907,0.4276025771447948,0.44367130550033135,0.4407180837493518,0.009729852099764626,178
57,0.6480890909830729,0.007074743129980974,0.19191058476765951,0.004336893303963527,0.0,0.1,5,5,100,10,"{'xgbclassifier__gamma': 0, 'xgbclassifier__learning_rate': 0.1, 'xgbclassifier__max_depth': 5, 'xgbclassifier__min_child_weight': 5, 'xgbclassifier__n_estimators': 100, 'xgbclassifier__reg_lambda': 10}",0.4456268706351846,0.4295870006770481,0.4392117568470274,0.4381418760530867,0.006591805051396006,195
58,0.974791685740153,0.00913103967314775,0.2915455500284831,0.001660097687190545,0.0,0.1,5,5,200,1,"{'xgbclassifier__gamma': 0, 'xgbclassifier__learning_rate': 0.1, 'xgbclassifier__max_depth': 5, 'xgbclassifier__min_child_weight': 5, 'xgbclassifier__n_estimators': 200, 'xgbclassifier__reg_lambda': 1}",0.47476516478267794,0.4535036018336608,0.4643312101910828,0.4641999922691405,0.008680492626805382,89
59,0.944025993347168,0.01221366015485833,0.2855648994445801,0.010733034956464488,0.0,0.1,5,5,200,10,"{'xgbclassifier__gamma': 0, 'xgbclassifier__learning_rate': 0.1, 'xgbclassifier__max_depth': 5, 'xgbclassifier__min_child_weight': 5, 'xgbclassifier__n_estimators': 200, 'xgbclassifier__reg_lambda': 10}",0.4727505194182516,0.4531583264971288,0.46146419951729684,0.46245768181089236,0.008029269836682515,108
60,0.7828029791514078,0.012781354934474024,0.21315860748291016,0.004649939582110477,0.0,0.1,7,1,100,1,"{'xgbclassifier__gamma': 0, 'xgbclassifier__learning_rate': 0.1, 'xgbclassifier__max_depth': 7, 'xgbclassifier__min_child_weight': 1, 'xgbclassifier__n_estimators': 100, 'xgbclassifier__reg_lambda': 1}",0.46345811051693403,0.44326300049842166,0.4563953488372093,0.4543721532841883,0.008367819602472222,133
61,0.7760663032531738,0.004613394786526733,0.20843903223673502,0.010335800230683657,0.0,0.1,7,1,100,10,"{'xgbclassifier__gamma': 0, 'xgbclassifier__learning_rate': 0.1, 'xgbclassifier__max_depth': 7, 'xgbclassifier__min_child_weight': 1, 'xgbclassifier__n_estimators': 100, 'xgbclassifier__reg_lambda': 10}",0.4648910411622276,0.4454741022670859,0.4518229166666667,0.45406268669866007,0.008083596821612629,135
62,1.1812620162963867,0.003732317907990819,0.3623383045196533,0.015855399257991547,0.0,0.1,7,1,200,1,"{'xgbclassifier__gamma': 0, 'xgbclassifier__learning_rate': 0.1, 'xgbclassifier__max_depth': 7, 'xgbclassifier__min_child_weight': 1, 'xgbclassifier__n_estimators': 200, 'xgbclassifier__reg_lambda': 1}",0.47977333543207934,0.45896900594186607,0.4714375392341494,0.47005996020269825,0.008549008690105917,63
63,1.1807169914245605,0.013370918585183236,0.3557456334431966,0.01620897589522807,0.0,0.1,7,1,200,10,"{'xgbclassifier__gamma': 0, 'xgbclassifier__learning_rate': 0.1, 'xgbclassifier__max_depth': 7, 'xgbclassifier__min_child_weight': 1, 'xgbclassifier__n_estimators': 200, 'xgbclassifier__reg_lambda': 10}",0.4798361688720857,0.46594751247786187,0.46545454545454545,0.4704127422681643,0.006666407370347684,61
